sample_id	0007888f-8d96-4c01-8251-7fef6cc71596	000b6b94-572d-4d06-a8f4-2e43829f83d4	000d81dd-9ba4-4852-9090-2bf22f6483f0	0016a232-4573-4e00-afdc-7b4144101ef9	00174492-1adc-4310-8147-a622befbb466	0019c951-16c5-48d0-85c8-58d96b12d330	0022cd20-f64f-4773-b9ff-a3de0b71b259	0024696f-27f5-4d5d-a933-d8c8c52146a6	00252d7f-e222-462f-badc-b97e8dce2021	002cf74b-098b-4de6-9a76-0d889c894ab6
BTBD19	0.911	8.9192	17.8532	2.3014	13.0633	3.9457	10.8221	1.9225	5.706	3.7696
FAM185A	14.467	7.5392	6.7843	2.9865	4.4312	13.1512	5.5525	2.583	3.9646	9.1764
RAB6C	6.6325	0.0232	0.1377	0	0.0376	12.7425	2.6551	0.1682	0.0187	0.2371
C21orf140	0	0	0	0	0	0	0	0	0	0.0399
URAHP	0.5482	1.4603	1.1755	0.2937	1.0698	0.5487	0.2717	0.5221	0.5903	0.4261
HDAC4-AS1	10.3467	3.8325	1.8985	6.5676	1.7591	1.428	0.6914	1.3799	1.7838	0.8133
PSMB11	0	0	0.0572	0	0.0625	0	0	0	0	0.0207
LINC01793	0	0.035	0.1039	0	0	0	0	0.0231	0.0565	0
LINC01124	5.588	0.9416	0	0.3247	0.1455	0.2205	0.3504	4.3286	0.2175	1.1594
KIAA2012-AS1	0.0211	0	0.1881	0	0.0457	1.8853	0.1413	0.0557	0	0.0455
POTEM	0.6952	0.0204	0.0152	0	0.0055	0.0084	0.0152	0.2966	0.033	0.11
IGLC6	0	6.2882	0	9.4477	0.486	0.9205	7.3539	0	1.2708	3.7503
POTEJ	0.8036	0.0423	0.0314	0	0	0.0346	0.0314	0.1952	0.0342	0.5348
CYTOR	0.2699	1.8429	1.6504	3.5159	1.5715	1.2732	2.9196	1.8619	2.1923	1.1119
DCDC2B	0.6101	0.4952	1.9246	0.1313	0.68	0.3747	0.1701	0.528	0.2463	0.3078
C10orf55	0.0284	0.5099	0.3368	0.6447	0.1226	0.3716	1.2439	0.187	0.1832	0.2747
RNU6-1165P	0.666	1.996	3.955	0	2.1595	1.0908	0.4952	1.7568	2.1514	1.0752
RNA5SP177	0	0	0	0	0	0	0	0	0	0
RNU4-62P	0.5482	3.8334	0.8138	0.7553	1.7775	0.8978	2.0378	1.8074	0	23.8948
RNU4-86P	0	0.3251	0.4831	0	0	0	0	0	0	0.3502
RN7SKP154	0	0	0	0	0	0	0	0	0	0
RN7SKP285	0	0	0	0	0.4844	0	0	0	0	0.603
MIR1915	0	0	0	0.6137	0	0	0	0	0	0
RNU2-3P	0	0	0	0	0	0	0	0	0	0
RN7SKP110	0	0	0	0	0	0	0	0	0	0.2691
RNU6-721P	0	0	0	0	0	0	0	0	0	0
RNU6-908P	0	0	0	0	0	0	0	0.4999	0	0
RNU2-65P	0	0	1.1437	0.5308	0.2082	0.3154	0	0	0	0
RN7SKP32	0	0	0	0	0	0	0	0	0	0
RN7SKP232	0	0	0	0	0.1328	0	0	0	0.1984	0
RN7SKP117	0	0	0.4007	0	0	0	0	0	0	0
RNA5SP317	0	1.8412	3.6482	0	1.66	6.037	1.827	0.4051	0.4961	3.306
RN7SKP148	0	0	0.3847	0	0	0	0	0	0	0
RN7SKP16	1.9067	4.0477	3.8922	0	4.8945	1.5614	1.4176	1.2574	1.5398	2.4369
RNU6-985P	0	0	0	0	0	0	0	0	0	0
RNA5SP487	0	0	0	0	0.3157	0	0	0	0	0
RNU6-648P	0	1.996	0	0	0.3599	0	0	0	0	0
RNA5SP390	0	0	0	0	0.3408	0	0	0	0	0
RNU2-9P	0	0	0	0	0	0	0	0	0	0
RNA5SP36	0	0	0	0	0	0	0	0	0	0
RNU6-380P	0	0	0	0	0	0	0	0	0	0
RNU4-37P	0	0	0	0	0	0	0	0	0	0
RNY4P30	0	0	0	0	0	0	0	0	0	0
RNA5SP239	0	0	0	0	0	0	0	0	0	0
RN7SKP218	0	0	0	0	0	0	0	0	0	0
RN7SKP151	0	0.4506	0.3348	0	0.2437	0.1847	0.1677	0.2974	0	0.3641
RN7SKP266	0	0	0	0	0	0	0	0	0	0
RNU6-257P	0	0	0	0	0	0	0	0	0	0
RN7SKP146	0	0	0.3168	0	0	0	0	0	0	0
RNU4-30P	0	0	0	0	0.2693	0	0	0.3286	0	0.8045
RNA5SP181	0	0	0	0	0	0	0	0	0	0
RN7SKP26	0	1.2149	1.4443	0	0.3943	1.3942	0.3617	0	0	0.1309
RNA5SP156	0	0.6472	0	0	0	0	0.4817	0.8544	0	2.4404
RNU4-26P	0	0	0	0	0	0	0	0	0	0.3584
RNA5SP266	0	0	0	0	0	0	0	0	0	0
RNA5SP407	0	0	0	0	0	0	0	0	0	0
RNA5SP129	0	0	0.8966	0	0.3264	0	0	0	0	0
RNA5SP56	0	0	0	0	0	0	0	0	0	0
RN7SKP65	0	0	0.676	0	0	0	0	0	0	0
RNU6-588P	0	0.678	0	0	0	0	0.5046	0.4476	0	0
RN7SKP129	0	0	0	0	0	0	0	0	0	0
RNU2-17P	0.3751	0.3747	1.1136	0.2584	0.2027	0.6143	0	0	0	0.2018
RNU6-447P	0	0	0	0	0	0	0	0.4519	0	0
RNA5SP158	0	0.698	0	0	0	0	0	0	0	0
RNU2-54P	0	0	0	0	0	0	0	0	0	0
RNA5SP89	0	0	0	0	0	0	0	0	0	0
RNA5SP163	0	0	0	0	0	0	0	0	0	0.3874
RNU2-43P	0	0	0.5568	0	0	0	0	0	0	0
RN7SKP156	0	0	0	0	0	0	0	0	0	0
RNA5SP431	0	0	0	0	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0	0	0	0	0
RNA5SP201	0	0	0	0	0	0	0	0	0	0
RNU6-262P	0	0	3.6482	0	0.332	0	0	0	0	0.3306
RNA5SP95	0	0	0.7722	0	0.2811	0	0	0	0	0.2799
RNU6-101P	0.6852	0	0	0	0.3703	0.5611	0	0	0	0
RN7SKP199	0	0	0	0	0	0	0	0	0	0
RN7SKP114	0.2554	0	0.3792	0	0	0	0	0	0	0
RNU6-757P	0.7126	0.7119	0	0	0.3851	1.7507	0.5298	1.8797	0	1.534
RNU6-892P	0	1.4382	1.0687	0	1.167	0.5895	1.0703	0	0	1.1621
RNA5SP425	0	0	0.9446	0	0.3439	1.0421	0.4731	3.3567	0	1.0272
RNU2-33P	0.3712	0	1.6531	0	0	0	0	0.7343	0	0.3995
RN7SKP111	0	0	0	0	0	0	0	0	0	0
RNU6-584P	0.7502	0.7494	3.3409	0	2.0269	0.6143	0	0.9893	1.8174	1.6147
RNA5SP193	0	0	0	0	0	0	0	0	0.5379	0
RNU6-1043P	0	0	1.0687	0	0	0	0	0	0	0.7747
RNU2-36P	0	0	0	0	0	0	0	0	0	0
RNU6-1156P	1.4253	0	0	0	0	0	0.5298	1.4098	0	0.767
RNU2-21P	0	0	0	0	0	0	0	0	0	0
RNA5SP371	0	0	0	0	0.3081	0	0	1.5038	0	0
RNU6-935P	0	0	0	0	0	0	0	0	0	0
RNA5SP198	0	0	0	0	0	0	0	0	0	0
RNA5SP178	0	0	0	0	0	0	0	0	0	0
RN7SKP267	0	0	0	0	0	0	0	0	0	0
RNU6-1118P	0	0	0	0	0	0	0	0	0	0
RNA5SP118	2.6152	0	0	0	1.06	1.0708	0	0.4311	0	1.7592
RNU6-1050P	0	0	0	0	0	0	0	0.4392	0.5379	0
MIR1912	0	0	0	0	0	0	0	0	0	0
RNU6-855P	0	0	0	0	0	0	0	0	0	0
RNU2-2P	0	0	0	0	0	0	0	0	0	0
RNU6-1076P	0	0	0	0	0	0	0	0	0	0
RN7SKP225	0	0.4045	0	0	0.1094	0	0	0	0	0
RNU6-174P	0	0	0	0	0	0	0	0	0	0
RN7SKP139	0	0	0	0	0	0	0	0	0	0
RNU6-613P	0	0	0	0	0.3566	0	0	0.8702	0	0.3551
SNORD19C	25.3176	35.5958	6.9603	0	5.0673	0.7679	2.0914	6.8017	3.029	2.523
RNA5SP237	0	0	0	0	0.3408	0	0	0	0	0
RNY1P15	0	0.6653	0.9888	0	0	0	0	0.4392	0	0.7168
RN7SKP221	0	0	0	0.1631	0.1279	0.1939	0.352	0	0	0
RNU2-29P	0	0	0	0	0	0	0	0	0	0
RNU6-710P	0	0	0	0	0	0	0	0	0	0
RNU2-20P	0	0	0	0	0	0	0	0	0	0
RNU6-355P	0	0	0	0	0	0	0	0	0	0
RNU6-1186P	0	0	2.1814	0	0	0	0	0	0	0
RNU4-34P	0.5747	0.5741	0	0	0	0	0	0	0	0
SNORD12B	0	1.5647	2.3252	0	1.2696	1.2826	0	0	0	0.8429
SNORA36B	0	0	0	0	0	0	0	0.3587	0	0
RN7SKP202	0	0	0	0	0	0	0	0.1424	0	0.1162
RN7SKP127	0.4026	0.2011	0.5977	0	0.1088	0	0.1497	0.1327	0	0
RN7SKP152	0	0	0.3359	0	0	0	0	0	0	0
RNA5SP44	0	0	0	0	0	0	0	0	0	0.2883
RNA5SP203	2.62	3.1408	3.8896	0	1.699	4.7201	0.7791	1.0366	0.4232	0.8459
RN7SKP158	0	0	0	0	0.1181	0	0	0.1442	0	0.1176
RN7SKP86	0	0	0	0	0	0	0	0	0	0
RNU2-28P	0.7541	0	0.5598	0	1.0188	0.3088	0	0.4973	0.3045	0
RN7SKP229	0	0	0.7006	0	0	0	0	0	0	0
RNU6-554P	0	0	0	0	0	0	0	0	0	0
RNU6-791P	0	0	0	0	0	0	0	0	0	0
RN7SKP281	0	0	0	0	0	0	0	0.4005	0	0
RNU4-65P	0	0	0	0	0	0	0	0	0	0
RNA5SP80	0	0	0	0	0	0	0	0	0	0
RN7SKP125	0	0	0	0	0	0	0.1754	0	0.1906	0
RNU2-59P	0	0.3727	0	0.2571	0	0	0	0.246	0	0
RNA5SP274	0	0	0.9796	0	0	0	0	0	0	0
RNA5SP113	0	0	0	0	0	0	0	1.1189	0	0.4565
RNA5SP511	0	0	0	0	0	0	0	0	0	0.667
RNU2-50P	0	0	0.7398	0	0.2693	0	0	0	0	0.2682
RNA5SP338	0	0	0	0	0	0	0	0	0	0
RNA5SP231	0	0	0	0	0.2791	0	0	0	0	0
RNU6-955P	0.6852	0	0	0	0	0	0	0	0	0
RNU6-141P	0	0	0	0	0.3668	0	0	0.4476	0	1.8262
RN7SKP278	0	0	0	0	0	0	0	0	0.1683	0
RNU6-1077P	0.6987	0	1.0372	0	0.3776	0	0	0	0	0.376
RNU6-994P	0	0	0	0	0	0	0	0	0	0
RNU2-26P	0	0	0	0	0	0	0	0	0	0
RN7SKP56	0	0	0.6393	0	0.349	0	0	0.142	0	0.2317
RN7SKP150	2.4421	1.3307	5.9325	0.153	3.1193	1.9998	0.1651	0.4392	0.7171	0.8363
RNU6-1140P	0	0	0	0	0	0	0	0	0	0
RN7SKP143	0	0	0	0	0	0	0	0	0	0
RN7SKP59	0	0	0	0	0	0	0	0	0	0
RNA5SP296	0	0	1.9062	0.4423	0.347	0	0.4773	0.8467	0.5185	0
RNU6-121P	0	0	0	0	0	0	0	0	0	0
RNA5SP293	0	0	0	0	0	0	0	0	0	0
RN7SKP271	0.6681	0.8899	0.3306	0	0.7221	0.1824	0	0	0.3597	1.0786
RNU2-5P	0	0	0.5878	0	0	0.3242	0	1.8275	0	0.6392
RNA5SP261	0	0	0	0	0	0	0	0	0	0
RN7SKP7	0	0	0	0	0	0	0	0	0	0
RNU2-23P	0	0	0	0	0	0	0	0	0	0
RNU6-77P	0	0	0	0	0	0	0	0	0	0
RNU6-285P	0	0	0	0	0	0	0	0	0	0.3835
SNORA79B	0	8.1774	4.289	0	2.8623	0.7886	0	0.9526	1.1666	1.2956
RNU6-712P	0	0	0	0	0	0	0	0	0	0
RN7SKP200	0	0	0	0	0	0	0	0	0.1798	0
RN7SKP177	0	0	0	0	0	0	0	0	0	0
RNA5SP475	0	0	0	0	0	0	0	0	0	0
RNU4-25P	0	0	0	0	0	0	0	0	0	0
RN7SKP223	0	0	0	0	0	0	0	0	0	0
RN7SKP240	0	0.5695	0	0	0	0	0	0.2506	0.1535	0
RNA5SP451	0	0	0	0	0	0	0	0	0	0
RNU6-519P	0	0.6592	0.9796	0	0	0	0	0	0	0.7102
RN7SKP109	0	0	0.6696	0	0.1219	0	0	0	0	0
MIR1468	0	0	0	0	0	0	0	0	0	0
RNU6-705P	0	0	0	0	0	0	0	0	0	1.1062
RNU2-39P	0	0	1.603	0.248	0.5835	0	0	0.712	0	0
RN7SKP220	0	0	0	0	0	0	0	0	0	0
RNU6-735P	0	0	0	0	0	0	0	0	0	0
RNA5SP251	0	0	0	0	0	0	0	0	0	0
RNA5SP60	0	0	0	0	0	0	0	0	0	0
RNU6-1064P	0	0	2.0345	0	0	0	0	0	0	0.7375
RNU4-43P	0	0	0	0	0	0	0	0	0	0
RNU6-1025P	0	0	0	0	1.1109	0	0.5094	0.4519	0	1.8437
RN7SKP61	0	0	0	0	0	0	0	0	0	0
RNA5SP345	0	0	3.9184	0	0.7132	0.5403	0.4906	0	0.5329	0.7102
RNU2-47P	0	0	0.5688	0	0.2071	0	0	0	0	0
RNU2-66P	0	0	0	0	0	0	0	0	0	0
RN7SKP222	0	0	0	0	0.1223	0	0	0	0	0
RNA5SP494	2.2097	1.1037	0.8201	0	1.1942	1.8095	0	0	1.7845	0.5946
RN7SKP159	0	0	0	0	0	0	0	0	0	0
RNU6-887P	0	0	0	0	0	0	0	0	0	0
RN7SKP235	0	0.2334	0	0	0	0.1913	0	0.3082	0	0.3772
RNU2-49P	0	0	1.7249	0	0	0	0	0	0.3128	0
RNU6-628P	0	0	0	0	0	0	0	0.4392	0	1.0752
RNA5SP504	0	0	0	0	0	0	0	0	0	0
RNU4-69P	0	0	0	0	0	0	0	0	0	0
RNU6-402P	0	0	1.0272	0	0	0.5666	0	0	0	0.3723
RNU2-52P	0	0.3747	0.5568	0	1.8242	0.9214	0.5577	0	18.4767	0
RN7SKP27	0	0	0	0	0	0	0	0	0	0
RN7SKP254	0	0	0	0	0	0	0	0	0	0
RNU6-1100P	0	0	0	0	0	0	0	0	0	0
RNU2-15P	0	0	0	0	0	0	0	0	0	0
RNU2-48P	0	0	0	0	0	0	0	0	0	0.2008
RNU2-37P	0.4026	1.6088	0	0	0	0.3297	0	0	0.9754	0
RNU2-42P	0	0	0	0	0	0	0	0	0	0.3394
RN7SKP131	0	0	0	0	0	0	0	0	0	0
RNU6-1203P	0	0.6472	0.9618	0	0	0	0.4817	0	0	1.7432
RN7SKP54	0	0	0	0	0	0	0	0	0	0
RNU2-51P	1.0852	0.7228	0.537	0	0.782	0	0.2689	0.4771	0	3.8934
RNU2-16P	0	0	0	0	0	0	0	0	0	0
RNU2-70P	0	0.7954	0.591	0	0.2151	0.652	0.592	0	0	0.2142
RNU6-248P	0	0	0	0	0	0	0	0	0	0
RNU2-8P	0	0	0	0	0	0	0	0	0	0
RNU4-55P	0	0	0	0	0	0	0	0	0	0
RN7SKP123	0	0	0.3636	0	0	0	0	0	0	0
RNU6-394P	0	0	0	0	0	0	0	0	0	0
RNA5SP146	0	0	0	0	0	0	0	0	0	0
RN7SKP213	0	0	0	0	0	0	0.1778	0.3154	0	0
RNU6-1267P	0	0	0	0	0.7198	1.0908	0	0	0	0.3584
RNA5SP38	0	0	1.7781	0	0	0	0	4.7388	0	0
RN7SKP119	0	0	0	0	0.1411	0	0	0	0	0
RNU4-72P	0	0.4115	0	0	0	0	0	0.2716	0	0
RNU6-733P	0	0	0	0	0	0	0	0	0	0
RN7SKP120	0	0	0	0	0	0	0	0	0	0
RN7SKP182	0	0	0	0	0	0	0	0	0	0
RN7SKP39	0	0.2211	0	0	0.1196	0	0	0	0.1787	0.1191
RN7SKP89	0	0	0.8744	0.2029	0	0	0	0	0	0
RN7SKP51	0	0.7025	0	0	0	0	0	0	0	0
RN7SKP38	0.4613	0	0.3424	0	0	0	0	0.3042	0	0.6205
MIR1911	0	0	0	0	0	0	0	0	0	0
RN7SKP188	0	0	0	0	0	0	0	0	0	0
RNU2-63P	0	0.367	1.0907	1.2654	0	0	0	1.9379	0	0.9884
RNU2-7P	10.009	0.7999	0.5944	0	1.7309	1.9671	2.0836	10.2963	1.2933	1.5081
RNU4-64P	0	0	0	0	0	0	0	0	0	0
RNY4P29	0	0	0	0	0	0	0	0	0	0
RNU4-6P	0	0	0	0	0	0	0	0	0	0
RNA5SP328	0	0	0	0	0	0	0	0	0	0
RNA5SP229	0	0	0	0	0	0	0	0	0	0
RNU6-1190P	0	0	0	0	0.3703	0	0	0	0	0.3687
RN7SKP166	0	0	0	0	0	0	0	0	0	0
RNA5SP25	0	0	1.9236	0	0.3501	0	0.4817	0.4272	0	0.3486
RNU4-46P	0	0	0	0	0	0	0	0	0	0
RN7SKP206	0	0	0	0	0	0	0	0	0	0
RNU4-53P	0	0	0	0	0	0.4168	0	1.6783	0.4111	1.0957
RNU6-684P	0	0	0	0	0	0	0	0	0	0
RN7SKP106	0	0.2617	0	0.1805	0	0	0	0	0	0
RNU2-40P	0	0	1.0796	0	0	0	0	0	0	0.3913
RN7SKP121	0	0	0	0	0	0	0	0	0	0
RNU6-233P	0	0	0	0	0	0	0	0	0	0.272
RNA5SP144	0	0	0	0	0	0	0	0	0	0
RN7SKP212	0	0	0	0	0	0	0	0	0	0
RN7SKP91	0	0	0	0	0	0	0	0	0	0
RNU2-38P	0	1.8023	0	0	0	0	0	0	0	0
RNU4-14P	0.5841	0.5835	0	0	0.3157	0	0	0.3852	0	0.943
RNU6-67P	0	0	0	0	0	0	0	0	0	0
RNU6-860P	0	0	0	0	0	0	0	0	0	0
RNU4-83P	0	0	0	0	0	0	0	0	0	0
RNU6-383P	0	0	0	0	0	0	0	0.4999	0	0.816
RNU2-62P	0.3731	0	0	0	0	0	0	0.246	0.3013	0.2008
RNA5SP225	0	0	0	0	0	0	0	0	0	0
RNU4-47P	2.5005	9.9918	8.3524	4.7374	8.1077	2.5595	2.7885	4.1222	7.5724	7.4008
RNU2-68P	0	0.7455	5.5391	0	0.8065	0.3055	0	4.1827	0	2.6102
RNU4-27P	0	0	0	0	0	0	0	0	0	0
RN7SKP286	0	0	0	0	0	0	0	0	0	0
MIR1537	0	0	0	0	0.6313	0	0	0	0	0
RNA5SP120	0	0	0	0	0	0	0	0	0	0
RNA5SP100	0	0	0	0	0	0	0	0	0	0
RNA5SP136	0	0	0	0	0	0	0	0	0	0
RN7SKP168	0	0.4746	0	0	0	0	0	0	0	0
RNU6-321P	0	0	0	0	0	0	0	0	0	0
RN7SKP42	0	0	0	0	0	0	0	0	0	0.1278
RNA5SP21	0	0	0	0	0	0	0	0	0	0
RNA5SP59	0	0	0	0	0	0	0	0	0	0
RNU6-920P	0	0.7738	1.15	0	1.2558	0.6343	0.5759	0	0.6255	0
RN7SKP136	0	0	0	0	0	0	0	0	0	0
RNU6-1086P	0	0	0	0	0	0	0	0	0	0
RNU6-565P	0	0	0	0	0	0	0	0	0	0.767
RNU6-1328P	0	0	0	0	0	0	0	0	0	0
RNU4-78P	0.5656	1.13	0	0	2.7508	2.3158	0	2.6107	0	0
RN7SKP33	0	0	0	0	0	0	0	0	0	0
RN7SKP261	0	0	0.3806	0	0	0	0	0	0	0
RN7SKP29	0.524	0.2617	0.7779	0	0	0	0	0	0	0
RNU6-1068P	0	0	0	0	0	0	0	0	0	0
RNU6-1133P	0	0	0	0	0	0	0	0	0	0
RN7SKP97	0.214	1.0689	0.3177	0.1474	1.3878	1.0515	0.3182	1.129	0.6913	0.1152
RNU6-193P	0	0	0	0	0	0	0	0	0	0
RNU6-564P	4.1114	0	3.0518	0	2.5921	0	1.0189	2.2593	0	5.1625
RNA5SP29	0.6723	0	0	0	0	0	0	0.8867	0	0
RNA5SP104	0.6039	0	0	0	0	0	0	1.1947	0	0
RNA5SP501	0	0	0	0	0	0	0	0	0	0
RNU2-41P	0	0	0	0	0	0	0	0	0	0
RNU6-1148P	0	0	0	0	0	0	0	0	0	0
RN7SKP205	0.2321	0	0	0	0	0	0	0	0	0
RNU6-172P	0	0	0	0	0.4141	0	0	0	0	1.2371
RN7SKP284	0	0	0	0	0	0	0	0	0	0
SNORD63B	0	0	0	0	0	0	0	0	0	0
RNU6-370P	0	0	0	0	0	0	0	0	0	0
RN7SKP58	0	0	0	0	0	0	0	0	0	0
RN7SKP262	0	0	0	0	0	0	0	0	0	0
RNA5SP41	0	0	0	0	0	0	0	0	0	0
RNA5SP265	0	0	0	0	0	0	0	0	0	0
MIR1913	0	0	0	0	0	0	0	0	0	0
RNU6-272P	0	0	1.0173	0	0.3703	0.5611	0	0	0.5534	2.2125
RN7SKP8	0	0	0	0	0	0	0	0	0	0
RNA5SP222	0.6787	0	1.0076	0	0	0	0	0	0	0
RNU6-651P	0	0	0	0	0	0	0	0	0	0
RNU2-25P	0	0.3727	1.6617	0	0	0	0	0.246	0.3013	0.2008
RN7SKP228	0	0	0	0	0	0	0	0	0.2188	0
RN7SKP94	0	0.2507	0	0	0	0	0	0	0.2026	0
RN7SKP167	0	0	0	0	0	0	0	0	0	0
RN7SKP216	0	0	0	0	0	0	0	0	0	0
RNA5SP127	0	0	0	0	0	0	0	0	0	0
RNU2-14P	0	0	0	0	0	0	0	0	0	0
RNU5A-5P	0	0	0	0	0	0	0	0.8102	0	0
RN7SKP68	0	0.6957	0.3446	0	0.1254	0	0	0	0.1875	0
RNU4-22P	0	0.4289	0	0	0.928	0.3515	0.3192	0.5662	0.3467	0.6931
RN7SKP259	0	0	0	0	0.2313	0.5257	0	0	0	0
RNU2-61P	0	0	0	0	0	0	0	0	0	0
RNA5SP184	0	0	0	0	0.3566	0	0	0	0	0.3551
RN7SKP137	0	0.4638	0	0	0	0	0.1726	0	0	0
RN7SKP73	0	0	0	0	0	0	0	0	0	0
RN7SKP264	0	0	0	0	0	0	0	0	0	0
RNA5SP344	0.6852	0	0	0	0	0	0.5094	0.4519	0	0
RNU6-1135P	0	0	0	0	0	0	0	0	0	0
RNA5SP306	0	0	0	0	0	0	0	0	0	0
RNU6-55P	0	0	0	0	0	0	0	0	0	0
RN7SKP247	0	0	0.687	0	0	0	0	0.1526	0	0
RNU6-284P	0	0	0	0	0	0	0	0	0	0
RN7SKP268	0	0	0	0	0	0	0	0	0	0.1214
RN7SKP144	0	0	0	0	0	0	0	0	0	0
RN7SKP161	0	0.9337	0	0	0.5051	0.1913	0	0	0	0
RNU6-130P	0	0.6912	1.0272	0	0	0.5666	0.5144	4.1062	1.1175	6.7019
RNA5SP369	0	0	0	0	0	0	0	0	0	0
RNU6-847P	0	0	0	0	0	0	0	0	0	0
RN7SKP169	0	0.7339	0	0	0	0	0	0	0	0
RNU6-1245P	0	0	1.9962	0	0	0	0	0	0	0
RNU6-325P	0	0	0	0	0	0	0	0	0	0
RN7SKP126	0	0	0	0	0	0	0	0	0	0
RNA5SP31	0	0	0	0	0	0	0	0	0	0
RNU2-55P	0	0	0	0	0	0	0	0	0	0
RNA5SP155	1.1049	0	0	0	0.2985	0	0	0	0	0.2973
RNU6-602P	0	0	0	0	0	0	0	0	0	0.3652
RMRPP5	0	0	0	0	0	0	0	0	0	0
RNA5SP115	0	0.6653	0	0	0	0	0	0	0	0
RNU5E-9P	0	0	1.0173	0	0	0	0	0	0	0
RNU2-72P	0	0	0.6491	0	0	0	0	0.2883	0.3531	0.7058
MIR1538	0	0	0	0	0	0	0	0	0	0
RNA5SP247	0.6787	1.356	1.0076	0	0.7336	0	1.0092	0.4476	0	1.4609
RN7SKP296	0	2.2965	0	0	0.9035	0	0	1.1025	0.3375	1.0122
RN7SKP102	0	0	0	0	0.1223	0	0	0	0	0
RN7SKP181	0	0	0	0	0	0	0	0	0	0
RNU2-32P	0	0	0.5539	0	0	0	0	0	0	0
RN7SKP263	0	0	0	0	0	0	0	0	0	0
RN7SKP140	0.2509	0	0	0	0	0	0	0	0	0
RNA5SP304	0	0	1.0173	0	0	0	0	0	0	0
RN7SKP207	0	0	0	0	0	0	0	0	0	0
RNA5SP450	0	0.698	0	0	0	0	0.5194	0	0	1.1279
RN7SKP252	0	0	0	0	0	0	0	0	0	0
RN7SKP112	0	0	0.3327	0	0	0	0	0	0	0
RNU4-88P	0	0	0	0	0	0	0	0	0	0
RNU2-18P	0	0	0	0	0	0	0	0	0	1.4204
RNY1P3	0	0	0	0	0	0	0	0	0	0
RNA5SP280	0	0	0	0	0.3349	0	0	0	0	0
RN7SKP142	0	0	0	0	0	0	0	0	0	0
RNA5SP209	0	0	1.0907	0	0	0	0	0	0	0.3954
RN7SKP17	0	0	0	0.1399	0	0	0	0	0	0
RNU4-61P	0	0	0	0	0	0	0.4952	0	0	0
RNA5SP39	0	5.9326	1.7633	0	0.9628	0.9726	0.883	0.3916	0.9592	0.6392
RNU6-373P	0	0	0	0	0.393	0	0	0	0	0
RNU6-1199P	0	0	0	0	0	0	0	0	0	0.3687
RNU6-177P	0	0.6845	0	0	0.3703	0	0	0	0	0
RN7SKP100	0	0	0	0	0	0	0	0	0	0
RNU6-293P	0	0	0	0	0	0	0	0	0	0.3618
RNU6-1001P	0	0	0	0	0	0	0	0	0	0
RNU2-22P	2.6892	2.3507	1.4971	0.2316	0.9083	1.9269	0.4998	2.2167	0.5429	1.0854
RN7SKP297	0	0	0	0	0.1366	0	0	0	0	0
RNA5SP221	0.6919	0	0	0	0.3739	0	0	1.3687	0	0
RNU6-1217P	0	0	2.0345	0	1.4812	0	0	0	0	0
RNU4-74P	0.4426	0	0	0	0	0	0	0	0	0
RNU6-607P	0	0	0	0	0	0	0	0	0	0
RNU6-938P	0	0	1.0272	0	0	0	0	0	0	0
RN7SKP192	0	0	0	0	0	0	0	0	0	0
SNORD71	0	0	1.2302	0	1.3434	0	0	0.5464	0	2.2296
RNU6-1054P	0	0.6845	0	0	0	0	0	2.2593	1.1067	2.95
RN7SKP270	0	0	0	0	0	0	0	0	0	0.1229
RNA5SP294	0	0	0	0	0	0	0	0	0	0
RNU4-63P	0	0	0	0	0	0	0	0	0	0.65
RNU2-64P	0	0	0	0	0	0	0	0	0	0
RNU6-785P	0	0	0	0	0	0	0	0	0	0
RNU6-575P	0.6787	0	0	0	0	0	0	0	0	0
RNA5SP508	0	0	0	0	0	0	0	0	0	0
RN7SKP194	0	0	0	0	0	0	0	0	0	0
RNA5SP492	0	0.6245	0	0	0.3378	0	0.9295	0.4122	0	0.3364
RNU6-387P	0	0.678	4.0303	0	4.4013	0	0	5.8182	0	3.2871
RNU6-592P	0	0	1.0272	0	0	0	0	0	0	0
RN7SKP53	0	0	0	0	0	0	0	0	0	0
RN7SKP172	0	0	0	0	0	0	0	0	0	0
RNA5SP498	0	5.3394	1.7633	0	2.2465	0.4863	0	2.7413	0	39.628
RNU6-57P	0	0.6912	0	0	0	0	0	1.3687	0	0
RN7SKP85	0	0	0	0	0.1211	0	0	0	0	0
RN7SKP165	0	0	0.2972	0	0	0	0	0	0	0
RNU6-195P	0	0	0	0	0	0	0	0	0	0
RNU6-954P	0	0	0	0	0	0.5454	0	0.4392	0	0
RNA5SP107	0	0.5835	9.539	0	11.3641	0	0	0	1.4152	0.3143
RNA5SP270	0	0	0	0	0.3264	0	0	0	0	0
RNY3P8	408.3558	4.5201	5.8776	1.169	4.8904	0	1.682	0.7459	1.827	0
RN7SKP108	0	0	0	0	0	0	0	0	0	0
RN7SKP30	0.2134	0.6394	0.6335	0.147	0.1153	0.1747	0.3173	0.5628	0.3446	1.1482
RNU6-1304P	0	0	0.9981	0	0	0	0	0	0	0
RN7SKP101	0	0	0	0	0	0	0	0	0	0
RNU6-722P	17.8161	5.4763	4.0691	6.1371	4.0733	5.0501	4.0755	2.7112	4.4269	4.0562
RNU6-516P	9.5933	12.3216	16.2764	2.3604	8.8873	10.1003	5.0944	5.4223	8.3005	0.7375
